"variable","GROUP","concept","value","periode_group","time","siteid"
"R48","OTHERS_sup_49","DIAG-ICD10",-99,"all","after","FRBDX"
"R49","ARDS_18_49","DIAG-ICD10",-99,"all","after","FRBDX"
"R49","ARDS_sup_49","DIAG-ICD10",3,"all","after","FRBDX"
"R49","NO_ARDS_18_49","DIAG-ICD10",-99,"all","after","FRBDX"
"R49","NO_ARDS_sup_49","DIAG-ICD10",3,"all","after","FRBDX"
"R49","OTHERS_sup_49","DIAG-ICD10",-99,"all","after","FRBDX"
"R50","ARDS_18_49","DIAG-ICD10",12,"all","after","FRBDX"
"R50","ARDS_sup_49","DIAG-ICD10",86,"all","after","FRBDX"
"R50","NO_ARDS_18_49","DIAG-ICD10",72,"all","after","FRBDX"
"R50","NO_ARDS_sup_49","DIAG-ICD10",243,"all","after","FRBDX"
"R50","OTHERS_18_49","DIAG-ICD10",4,"all","after","FRBDX"
"R50","OTHERS_sup_49","DIAG-ICD10",34,"all","after","FRBDX"
"R51","ARDS_18_49","DIAG-ICD10",5,"all","after","FRBDX"
"R51","ARDS_sup_49","DIAG-ICD10",17,"all","after","FRBDX"
"R51","NO_ARDS_18_49","DIAG-ICD10",44,"all","after","FRBDX"
"R51","NO_ARDS_sup_49","DIAG-ICD10",107,"all","after","FRBDX"
"R51","OTHERS_18_49","DIAG-ICD10",-99,"all","after","FRBDX"
"R51","OTHERS_sup_49","DIAG-ICD10",13,"all","after","FRBDX"
"R52","ARDS_18_49","DIAG-ICD10",-99,"all","after","FRBDX"
"R52","ARDS_sup_49","DIAG-ICD10",8,"all","after","FRBDX"
"R52","NO_ARDS_18_49","DIAG-ICD10",-99,"all","after","FRBDX"
"R52","NO_ARDS_sup_49","DIAG-ICD10",18,"all","after","FRBDX"
"R52","OTHERS_18_49","DIAG-ICD10",-99,"all","after","FRBDX"
"R52","OTHERS_sup_49","DIAG-ICD10",8,"all","after","FRBDX"
"R53","ARDS_18_49","DIAG-ICD10",10,"all","after","FRBDX"
"R53","ARDS_sup_49","DIAG-ICD10",63,"all","after","FRBDX"
"R53","NO_ARDS_18_49","DIAG-ICD10",48,"all","after","FRBDX"
"R53","NO_ARDS_sup_49","DIAG-ICD10",269,"all","after","FRBDX"
"R53","OTHERS_18_49","DIAG-ICD10",-99,"all","after","FRBDX"
"R53","OTHERS_sup_49","DIAG-ICD10",45,"all","after","FRBDX"
"R54","NO_ARDS_sup_49","DIAG-ICD10",5,"all","after","FRBDX"
"R55","ARDS_sup_49","DIAG-ICD10",-99,"all","after","FRBDX"
"R55","NO_ARDS_sup_49","DIAG-ICD10",9,"all","after","FRBDX"
"R55","OTHERS_sup_49","DIAG-ICD10",3,"all","after","FRBDX"
"R56","ARDS_sup_49","DIAG-ICD10",-99,"all","after","FRBDX"
"R56","NO_ARDS_sup_49","DIAG-ICD10",-99,"all","after","FRBDX"
"R56","OTHERS_sup_49","DIAG-ICD10",-99,"all","after","FRBDX"
"R57","ARDS_18_49","DIAG-ICD10",6,"all","after","FRBDX"
"R57","ARDS_sup_49","DIAG-ICD10",54,"all","after","FRBDX"
"R57","NO_ARDS_18_49","DIAG-ICD10",-99,"all","after","FRBDX"
"R57","NO_ARDS_sup_49","DIAG-ICD10",7,"all","after","FRBDX"
"R57","OTHERS_18_49","DIAG-ICD10",-99,"all","after","FRBDX"
"R57","OTHERS_sup_49","DIAG-ICD10",7,"all","after","FRBDX"
"R59","ARDS_sup_49","DIAG-ICD10",-99,"all","after","FRBDX"
"R59","NO_ARDS_18_49","DIAG-ICD10",3,"all","after","FRBDX"
"R59","NO_ARDS_sup_49","DIAG-ICD10",24,"all","after","FRBDX"
"R59","OTHERS_18_49","DIAG-ICD10",-99,"all","after","FRBDX"
"R59","OTHERS_sup_49","DIAG-ICD10",3,"all","after","FRBDX"
"R60","ARDS_18_49","DIAG-ICD10",6,"all","after","FRBDX"
"R60","ARDS_sup_49","DIAG-ICD10",50,"all","after","FRBDX"
"R60","NO_ARDS_18_49","DIAG-ICD10",6,"all","after","FRBDX"
"R60","NO_ARDS_sup_49","DIAG-ICD10",72,"all","after","FRBDX"
"R60","OTHERS_18_49","DIAG-ICD10",-99,"all","after","FRBDX"
"R60","OTHERS_sup_49","DIAG-ICD10",23,"all","after","FRBDX"
"R61","ARDS_sup_49","DIAG-ICD10",4,"all","after","FRBDX"
"R61","NO_ARDS_18_49","DIAG-ICD10",-99,"all","after","FRBDX"
"R61","NO_ARDS_sup_49","DIAG-ICD10",3,"all","after","FRBDX"
"R61","OTHERS_sup_49","DIAG-ICD10",-99,"all","after","FRBDX"
"R63","ARDS_18_49","DIAG-ICD10",4,"all","after","FRBDX"
"R63","ARDS_sup_49","DIAG-ICD10",22,"all","after","FRBDX"
"R63","NO_ARDS_18_49","DIAG-ICD10",13,"all","after","FRBDX"
"R63","NO_ARDS_sup_49","DIAG-ICD10",107,"all","after","FRBDX"
"R63","OTHERS_18_49","DIAG-ICD10",-99,"all","after","FRBDX"
"R63","OTHERS_sup_49","DIAG-ICD10",18,"all","after","FRBDX"
"R64","ARDS_sup_49","DIAG-ICD10",3,"all","after","FRBDX"
"R64","NO_ARDS_sup_49","DIAG-ICD10",7,"all","after","FRBDX"
"R64","OTHERS_18_49","DIAG-ICD10",-99,"all","after","FRBDX"
"R64","OTHERS_sup_49","DIAG-ICD10",6,"all","after","FRBDX"
"R65","ARDS_18_49","DIAG-ICD10",4,"all","after","FRBDX"
"R65","ARDS_sup_49","DIAG-ICD10",43,"all","after","FRBDX"
"R65","NO_ARDS_18_49","DIAG-ICD10",33,"all","after","FRBDX"
"R65","NO_ARDS_sup_49","DIAG-ICD10",149,"all","after","FRBDX"
"R65","OTHERS_18_49","DIAG-ICD10",-99,"all","after","FRBDX"
"R65","OTHERS_sup_49","DIAG-ICD10",43,"all","after","FRBDX"
"R68","ARDS_18_49","DIAG-ICD10",-99,"all","after","FRBDX"
"R68","ARDS_sup_49","DIAG-ICD10",18,"all","after","FRBDX"
"R68","NO_ARDS_18_49","DIAG-ICD10",-99,"all","after","FRBDX"
"R68","NO_ARDS_sup_49","DIAG-ICD10",18,"all","after","FRBDX"
"R68","OTHERS_sup_49","DIAG-ICD10",7,"all","after","FRBDX"
"R70","ARDS_sup_49","DIAG-ICD10",-99,"all","after","FRBDX"
"R70","NO_ARDS_sup_49","DIAG-ICD10",3,"all","after","FRBDX"
"R72","NO_ARDS_sup_49","DIAG-ICD10",3,"all","after","FRBDX"
"R73","ARDS_18_49","DIAG-ICD10",3,"all","after","FRBDX"
"R73","ARDS_sup_49","DIAG-ICD10",22,"all","after","FRBDX"
"R73","NO_ARDS_18_49","DIAG-ICD10",-99,"all","after","FRBDX"
"R73","NO_ARDS_sup_49","DIAG-ICD10",25,"all","after","FRBDX"
"R73","OTHERS_sup_49","DIAG-ICD10",5,"all","after","FRBDX"
"R74","ARDS_18_49","DIAG-ICD10",7,"all","after","FRBDX"
"R74","ARDS_sup_49","DIAG-ICD10",47,"all","after","FRBDX"
"R74","NO_ARDS_18_49","DIAG-ICD10",28,"all","after","FRBDX"
"R74","NO_ARDS_sup_49","DIAG-ICD10",106,"all","after","FRBDX"
"R74","OTHERS_18_49","DIAG-ICD10",-99,"all","after","FRBDX"
"R74","OTHERS_sup_49","DIAG-ICD10",14,"all","after","FRBDX"
"R77","ARDS_18_49","DIAG-ICD10",-99,"all","after","FRBDX"
"R77","ARDS_sup_49","DIAG-ICD10",24,"all","after","FRBDX"
"R77","NO_ARDS_18_49","DIAG-ICD10",17,"all","after","FRBDX"
"R77","NO_ARDS_sup_49","DIAG-ICD10",95,"all","after","FRBDX"
"R77","OTHERS_18_49","DIAG-ICD10",3,"all","after","FRBDX"
"R77","OTHERS_sup_49","DIAG-ICD10",13,"all","after","FRBDX"
"R78","OTHERS_sup_49","DIAG-ICD10",-99,"all","after","FRBDX"
"R79","ARDS_18_49","DIAG-ICD10",-99,"all","after","FRBDX"
"R79","ARDS_sup_49","DIAG-ICD10",4,"all","after","FRBDX"
"R79","NO_ARDS_18_49","DIAG-ICD10",3,"all","after","FRBDX"
"R79","NO_ARDS_sup_49","DIAG-ICD10",15,"all","after","FRBDX"
"R79","OTHERS_sup_49","DIAG-ICD10",6,"all","after","FRBDX"
"R80","ARDS_sup_49","DIAG-ICD10",-99,"all","after","FRBDX"
"R80","NO_ARDS_18_49","DIAG-ICD10",3,"all","after","FRBDX"
"R80","NO_ARDS_sup_49","DIAG-ICD10",-99,"all","after","FRBDX"
"R82","ARDS_sup_49","DIAG-ICD10",5,"all","after","FRBDX"
"R82","NO_ARDS_18_49","DIAG-ICD10",-99,"all","after","FRBDX"
"R82","NO_ARDS_sup_49","DIAG-ICD10",9,"all","after","FRBDX"
"R82","OTHERS_sup_49","DIAG-ICD10",-99,"all","after","FRBDX"
"R84","ARDS_sup_49","DIAG-ICD10",-99,"all","after","FRBDX"
"R84","NO_ARDS_18_49","DIAG-ICD10",-99,"all","after","FRBDX"
"R84","NO_ARDS_sup_49","DIAG-ICD10",-99,"all","after","FRBDX"
"R90","NO_ARDS_sup_49","DIAG-ICD10",3,"all","after","FRBDX"
"R90","OTHERS_sup_49","DIAG-ICD10",-99,"all","after","FRBDX"
"R91","ARDS_18_49","DIAG-ICD10",-99,"all","after","FRBDX"
"R91","ARDS_sup_49","DIAG-ICD10",6,"all","after","FRBDX"
"R91","NO_ARDS_18_49","DIAG-ICD10",5,"all","after","FRBDX"
"R91","NO_ARDS_sup_49","DIAG-ICD10",33,"all","after","FRBDX"
"R91","OTHERS_sup_49","DIAG-ICD10",-99,"all","after","FRBDX"
"R92","NO_ARDS_sup_49","DIAG-ICD10",-99,"all","after","FRBDX"
"R93","ARDS_18_49","DIAG-ICD10",-99,"all","after","FRBDX"
"R93","ARDS_sup_49","DIAG-ICD10",-99,"all","after","FRBDX"
"R93","NO_ARDS_sup_49","DIAG-ICD10",21,"all","after","FRBDX"
"R93","OTHERS_sup_49","DIAG-ICD10",3,"all","after","FRBDX"
"R94","ARDS_18_49","DIAG-ICD10",-99,"all","after","FRBDX"
"R94","ARDS_sup_49","DIAG-ICD10",7,"all","after","FRBDX"
"R94","NO_ARDS_18_49","DIAG-ICD10",4,"all","after","FRBDX"
"R94","NO_ARDS_sup_49","DIAG-ICD10",13,"all","after","FRBDX"
"R94","OTHERS_sup_49","DIAG-ICD10",5,"all","after","FRBDX"
"R98","NO_ARDS_sup_49","DIAG-ICD10",-99,"all","after","FRBDX"
"R99","ARDS_sup_49","DIAG-ICD10",-99,"all","after","FRBDX"
"S00","ARDS_sup_49","DIAG-ICD10",-99,"all","after","FRBDX"
"S00","NO_ARDS_sup_49","DIAG-ICD10",13,"all","after","FRBDX"
"S00","OTHERS_sup_49","DIAG-ICD10",5,"all","after","FRBDX"
"S01","ARDS_sup_49","DIAG-ICD10",3,"all","after","FRBDX"
"S01","NO_ARDS_sup_49","DIAG-ICD10",4,"all","after","FRBDX"
"S01","OTHERS_sup_49","DIAG-ICD10",6,"all","after","FRBDX"
"S02","NO_ARDS_sup_49","DIAG-ICD10",-99,"all","after","FRBDX"
"S05","ARDS_18_49","DIAG-ICD10",-99,"all","after","FRBDX"
"S06","ARDS_sup_49","DIAG-ICD10",4,"all","after","FRBDX"
"S06","NO_ARDS_sup_49","DIAG-ICD10",30,"all","after","FRBDX"
"S06","OTHERS_sup_49","DIAG-ICD10",13,"all","after","FRBDX"
"S10","ARDS_sup_49","DIAG-ICD10",-99,"all","after","FRBDX"
"S11","ARDS_sup_49","DIAG-ICD10",-99,"all","after","FRBDX"
"S12","NO_ARDS_sup_49","DIAG-ICD10",-99,"all","after","FRBDX"
"S12","OTHERS_sup_49","DIAG-ICD10",-99,"all","after","FRBDX"
"S13","OTHERS_sup_49","DIAG-ICD10",-99,"all","after","FRBDX"
"S14","OTHERS_sup_49","DIAG-ICD10",-99,"all","after","FRBDX"
"S15","OTHERS_sup_49","DIAG-ICD10",-99,"all","after","FRBDX"
"S20","ARDS_sup_49","DIAG-ICD10",-99,"all","after","FRBDX"
"S20","NO_ARDS_sup_49","DIAG-ICD10",-99,"all","after","FRBDX"
"S20","OTHERS_sup_49","DIAG-ICD10",-99,"all","after","FRBDX"
"S21","NO_ARDS_sup_49","DIAG-ICD10",-99,"all","after","FRBDX"
"S22","NO_ARDS_sup_49","DIAG-ICD10",6,"all","after","FRBDX"
"S22","OTHERS_sup_49","DIAG-ICD10",3,"all","after","FRBDX"
"S27","ARDS_sup_49","DIAG-ICD10",-99,"all","after","FRBDX"
"S27","NO_ARDS_sup_49","DIAG-ICD10",-99,"all","after","FRBDX"
"S29","ARDS_sup_49","DIAG-ICD10",-99,"all","after","FRBDX"
"S30","ARDS_sup_49","DIAG-ICD10",-99,"all","after","FRBDX"
"S30","NO_ARDS_sup_49","DIAG-ICD10",4,"all","after","FRBDX"
"S30","OTHERS_sup_49","DIAG-ICD10",-99,"all","after","FRBDX"
"S31","ARDS_sup_49","DIAG-ICD10",-99,"all","after","FRBDX"
"S31","NO_ARDS_sup_49","DIAG-ICD10",-99,"all","after","FRBDX"
"S32","OTHERS_sup_49","DIAG-ICD10",-99,"all","after","FRBDX"
"S35","ARDS_18_49","DIAG-ICD10",-99,"all","after","FRBDX"
"S35","ARDS_sup_49","DIAG-ICD10",-99,"all","after","FRBDX"
"S35","NO_ARDS_sup_49","DIAG-ICD10",-99,"all","after","FRBDX"
"S36","NO_ARDS_sup_49","DIAG-ICD10",-99,"all","after","FRBDX"
"S36","OTHERS_sup_49","DIAG-ICD10",-99,"all","after","FRBDX"
"S37","NO_ARDS_sup_49","DIAG-ICD10",-99,"all","after","FRBDX"
"S39","ARDS_sup_49","DIAG-ICD10",-99,"all","after","FRBDX"
"S39","NO_ARDS_sup_49","DIAG-ICD10",-99,"all","after","FRBDX"
"S39","OTHERS_sup_49","DIAG-ICD10",-99,"all","after","FRBDX"
"S40","ARDS_sup_49","DIAG-ICD10",-99,"all","after","FRBDX"
"S40","NO_ARDS_sup_49","DIAG-ICD10",5,"all","after","FRBDX"
"S40","OTHERS_sup_49","DIAG-ICD10",-99,"all","after","FRBDX"
"S42","NO_ARDS_sup_49","DIAG-ICD10",4,"all","after","FRBDX"
"S42","OTHERS_sup_49","DIAG-ICD10",-99,"all","after","FRBDX"
"S43","NO_ARDS_sup_49","DIAG-ICD10",-99,"all","after","FRBDX"
"S50","ARDS_sup_49","DIAG-ICD10",-99,"all","after","FRBDX"
"S50","NO_ARDS_sup_49","DIAG-ICD10",3,"all","after","FRBDX"
"S50","OTHERS_sup_49","DIAG-ICD10",-99,"all","after","FRBDX"
"S52","OTHERS_sup_49","DIAG-ICD10",-99,"all","after","FRBDX"
"S60","ARDS_sup_49","DIAG-ICD10",-99,"all","after","FRBDX"
"S60","NO_ARDS_sup_49","DIAG-ICD10",6,"all","after","FRBDX"
"S61","NO_ARDS_18_49","DIAG-ICD10",-99,"all","after","FRBDX"
"S70","ARDS_sup_49","DIAG-ICD10",3,"all","after","FRBDX"
"S70","NO_ARDS_sup_49","DIAG-ICD10",11,"all","after","FRBDX"
"S70","OTHERS_sup_49","DIAG-ICD10",3,"all","after","FRBDX"
"S71","ARDS_18_49","DIAG-ICD10",-99,"all","after","FRBDX"
"S72","ARDS_sup_49","DIAG-ICD10",-99,"all","after","FRBDX"
"S72","NO_ARDS_sup_49","DIAG-ICD10",-99,"all","after","FRBDX"
"S72","OTHERS_sup_49","DIAG-ICD10",-99,"all","after","FRBDX"
"S73","NO_ARDS_sup_49","DIAG-ICD10",-99,"all","after","FRBDX"
"S75","ARDS_sup_49","DIAG-ICD10",-99,"all","after","FRBDX"
"S80","ARDS_18_49","DIAG-ICD10",-99,"all","after","FRBDX"
"S80","ARDS_sup_49","DIAG-ICD10",3,"all","after","FRBDX"
"S80","NO_ARDS_sup_49","DIAG-ICD10",12,"all","after","FRBDX"
"S80","OTHERS_sup_49","DIAG-ICD10",-99,"all","after","FRBDX"
"S81","ARDS_18_49","DIAG-ICD10",-99,"all","after","FRBDX"
"S81","NO_ARDS_sup_49","DIAG-ICD10",-99,"all","after","FRBDX"
"S90","NO_ARDS_sup_49","DIAG-ICD10",3,"all","after","FRBDX"
"S90","OTHERS_sup_49","DIAG-ICD10",3,"all","after","FRBDX"
"S91","NO_ARDS_sup_49","DIAG-ICD10",-99,"all","after","FRBDX"
"T00","ARDS_sup_49","DIAG-ICD10",-99,"all","after","FRBDX"
"T00","NO_ARDS_sup_49","DIAG-ICD10",-99,"all","after","FRBDX"
"T00","OTHERS_sup_49","DIAG-ICD10",-99,"all","after","FRBDX"
"T14","ARDS_18_49","DIAG-ICD10",-99,"all","after","FRBDX"
"T14","ARDS_sup_49","DIAG-ICD10",6,"all","after","FRBDX"
"T14","NO_ARDS_sup_49","DIAG-ICD10",6,"all","after","FRBDX"
"T17","ARDS_18_49","DIAG-ICD10",-99,"all","after","FRBDX"
"T17","ARDS_sup_49","DIAG-ICD10",-99,"all","after","FRBDX"
"T17","NO_ARDS_sup_49","DIAG-ICD10",5,"all","after","FRBDX"
"T17","OTHERS_sup_49","DIAG-ICD10",7,"all","after","FRBDX"
"T65","ARDS_sup_49","DIAG-ICD10",-99,"all","after","FRBDX"
"T65","NO_ARDS_sup_49","DIAG-ICD10",-99,"all","after","FRBDX"
"T65","OTHERS_18_49","DIAG-ICD10",-99,"all","after","FRBDX"
"T65","OTHERS_sup_49","DIAG-ICD10",-99,"all","after","FRBDX"
"T68","ARDS_sup_49","DIAG-ICD10",-99,"all","after","FRBDX"
"T68","NO_ARDS_sup_49","DIAG-ICD10",4,"all","after","FRBDX"
"T69","ARDS_18_49","DIAG-ICD10",-99,"all","after","FRBDX"
"T78","NO_ARDS_sup_49","DIAG-ICD10",-99,"all","after","FRBDX"
"T79","ARDS_18_49","DIAG-ICD10",3,"all","after","FRBDX"
"T79","ARDS_sup_49","DIAG-ICD10",10,"all","after","FRBDX"
"T79","NO_ARDS_sup_49","DIAG-ICD10",5,"all","after","FRBDX"
"T79","OTHERS_sup_49","DIAG-ICD10",5,"all","after","FRBDX"
"T80","ARDS_18_49","DIAG-ICD10",-99,"all","after","FRBDX"
"T80","ARDS_sup_49","DIAG-ICD10",8,"all","after","FRBDX"
"T80","NO_ARDS_18_49","DIAG-ICD10",3,"all","after","FRBDX"
"T80","NO_ARDS_sup_49","DIAG-ICD10",26,"all","after","FRBDX"
"T80","OTHERS_sup_49","DIAG-ICD10",-99,"all","after","FRBDX"
"T81","ARDS_18_49","DIAG-ICD10",8,"all","after","FRBDX"
"T81","ARDS_sup_49","DIAG-ICD10",58,"all","after","FRBDX"
"T81","NO_ARDS_sup_49","DIAG-ICD10",14,"all","after","FRBDX"
"T81","OTHERS_sup_49","DIAG-ICD10",9,"all","after","FRBDX"
"T82","ARDS_18_49","DIAG-ICD10",4,"all","after","FRBDX"
"T82","ARDS_sup_49","DIAG-ICD10",19,"all","after","FRBDX"
"T82","NO_ARDS_sup_49","DIAG-ICD10",9,"all","after","FRBDX"
"T82","OTHERS_sup_49","DIAG-ICD10",3,"all","after","FRBDX"
"T83","ARDS_sup_49","DIAG-ICD10",11,"all","after","FRBDX"
"T83","NO_ARDS_sup_49","DIAG-ICD10",17,"all","after","FRBDX"
"T83","OTHERS_sup_49","DIAG-ICD10",-99,"all","after","FRBDX"
"T84","NO_ARDS_sup_49","DIAG-ICD10",3,"all","after","FRBDX"
"T85","ARDS_sup_49","DIAG-ICD10",10,"all","after","FRBDX"
"T85","NO_ARDS_sup_49","DIAG-ICD10",5,"all","after","FRBDX"
"T85","OTHERS_sup_49","DIAG-ICD10",-99,"all","after","FRBDX"
"T86","ARDS_18_49","DIAG-ICD10",-99,"all","after","FRBDX"
"T86","NO_ARDS_18_49","DIAG-ICD10",-99,"all","after","FRBDX"
"T86","NO_ARDS_sup_49","DIAG-ICD10",-99,"all","after","FRBDX"
"T88","ARDS_18_49","DIAG-ICD10",-99,"all","after","FRBDX"
"T88","ARDS_sup_49","DIAG-ICD10",-99,"all","after","FRBDX"
"T88","OTHERS_18_49","DIAG-ICD10",-99,"all","after","FRBDX"
"T90","ARDS_sup_49","DIAG-ICD10",-99,"all","after","FRBDX"
"T90","NO_ARDS_18_49","DIAG-ICD10",-99,"all","after","FRBDX"
"T90","NO_ARDS_sup_49","DIAG-ICD10",-99,"all","after","FRBDX"
"T90","OTHERS_sup_49","DIAG-ICD10",-99,"all","after","FRBDX"
"T91","NO_ARDS_sup_49","DIAG-ICD10",-99,"all","after","FRBDX"
"T91","OTHERS_sup_49","DIAG-ICD10",-99,"all","after","FRBDX"
"T98","ARDS_18_49","DIAG-ICD10",-99,"all","after","FRBDX"
"T98","ARDS_sup_49","DIAG-ICD10",-99,"all","after","FRBDX"
"T98","NO_ARDS_18_49","DIAG-ICD10",-99,"all","after","FRBDX"
"U07","ARDS_18_49","DIAG-ICD10",16,"all","after","FRBDX"
"U07","ARDS_sup_49","DIAG-ICD10",174,"all","after","FRBDX"
"U07","NO_ARDS_18_49","DIAG-ICD10",134,"all","after","FRBDX"
"U07","NO_ARDS_sup_49","DIAG-ICD10",551,"all","after","FRBDX"
"U07","OTHERS_18_49","DIAG-ICD10",5,"all","after","FRBDX"
"U07","OTHERS_sup_49","DIAG-ICD10",88,"all","after","FRBDX"
"U08","ARDS_sup_49","DIAG-ICD10",13,"all","after","FRBDX"
"U08","NO_ARDS_18_49","DIAG-ICD10",11,"all","after","FRBDX"
"U08","NO_ARDS_sup_49","DIAG-ICD10",42,"all","after","FRBDX"
"U08","OTHERS_18_49","DIAG-ICD10",-99,"all","after","FRBDX"
"U08","OTHERS_sup_49","DIAG-ICD10",5,"all","after","FRBDX"
"U09","ARDS_sup_49","DIAG-ICD10",3,"all","after","FRBDX"
"U09","NO_ARDS_18_49","DIAG-ICD10",-99,"all","after","FRBDX"
"U09","NO_ARDS_sup_49","DIAG-ICD10",3,"all","after","FRBDX"
"U10","ARDS_sup_49","DIAG-ICD10",-99,"all","after","FRBDX"
"U10","NO_ARDS_18_49","DIAG-ICD10",-99,"all","after","FRBDX"
"U10","NO_ARDS_sup_49","DIAG-ICD10",7,"all","after","FRBDX"
"U10","OTHERS_sup_49","DIAG-ICD10",-99,"all","after","FRBDX"
"U82","ARDS_18_49","DIAG-ICD10",5,"all","after","FRBDX"
"U82","ARDS_sup_49","DIAG-ICD10",37,"all","after","FRBDX"
"U82","NO_ARDS_18_49","DIAG-ICD10",-99,"all","after","FRBDX"
"U82","NO_ARDS_sup_49","DIAG-ICD10",24,"all","after","FRBDX"
"U82","OTHERS_sup_49","DIAG-ICD10",9,"all","after","FRBDX"
"U83","ARDS_18_49","DIAG-ICD10",-99,"all","after","FRBDX"
"U83","ARDS_sup_49","DIAG-ICD10",10,"all","after","FRBDX"
"U83","NO_ARDS_sup_49","DIAG-ICD10",4,"all","after","FRBDX"
"U83","OTHERS_sup_49","DIAG-ICD10",3,"all","after","FRBDX"
"U84","NO_ARDS_sup_49","DIAG-ICD10",-99,"all","after","FRBDX"
"W01","ARDS_sup_49","DIAG-ICD10",4,"all","after","FRBDX"
"W01","NO_ARDS_sup_49","DIAG-ICD10",22,"all","after","FRBDX"
"W01","OTHERS_18_49","DIAG-ICD10",-99,"all","after","FRBDX"
"W01","OTHERS_sup_49","DIAG-ICD10",5,"all","after","FRBDX"
"W04","NO_ARDS_sup_49","DIAG-ICD10",-99,"all","after","FRBDX"
"W06","ARDS_sup_49","DIAG-ICD10",3,"all","after","FRBDX"
"W06","NO_ARDS_sup_49","DIAG-ICD10",7,"all","after","FRBDX"
"W07","NO_ARDS_sup_49","DIAG-ICD10",3,"all","after","FRBDX"
"W07","OTHERS_sup_49","DIAG-ICD10",3,"all","after","FRBDX"
"W08","OTHERS_sup_49","DIAG-ICD10",-99,"all","after","FRBDX"
"W10","OTHERS_sup_49","DIAG-ICD10",-99,"all","after","FRBDX"
"W17","NO_ARDS_sup_49","DIAG-ICD10",-99,"all","after","FRBDX"
"W18","ARDS_sup_49","DIAG-ICD10",4,"all","after","FRBDX"
"W18","NO_ARDS_sup_49","DIAG-ICD10",26,"all","after","FRBDX"
"W18","OTHERS_sup_49","DIAG-ICD10",11,"all","after","FRBDX"
"W19","ARDS_18_49","DIAG-ICD10",-99,"all","after","FRBDX"
"W19","ARDS_sup_49","DIAG-ICD10",5,"all","after","FRBDX"
"W19","NO_ARDS_18_49","DIAG-ICD10",-99,"all","after","FRBDX"
"W19","NO_ARDS_sup_49","DIAG-ICD10",31,"all","after","FRBDX"
"W19","OTHERS_sup_49","DIAG-ICD10",10,"all","after","FRBDX"
"W22","NO_ARDS_sup_49","DIAG-ICD10",-99,"all","after","FRBDX"
"W26","NO_ARDS_18_49","DIAG-ICD10",-99,"all","after","FRBDX"
"Y40","ARDS_sup_49","DIAG-ICD10",10,"all","after","FRBDX"
"Y40","NO_ARDS_18_49","DIAG-ICD10",4,"all","after","FRBDX"
"Y40","NO_ARDS_sup_49","DIAG-ICD10",11,"all","after","FRBDX"
"Y40","OTHERS_sup_49","DIAG-ICD10",-99,"all","after","FRBDX"
"Y41","ARDS_sup_49","DIAG-ICD10",3,"all","after","FRBDX"
"Y41","NO_ARDS_18_49","DIAG-ICD10",-99,"all","after","FRBDX"
"Y41","NO_ARDS_sup_49","DIAG-ICD10",-99,"all","after","FRBDX"
"Y42","ARDS_sup_49","DIAG-ICD10",3,"all","after","FRBDX"
"Y42","NO_ARDS_18_49","DIAG-ICD10",-99,"all","after","FRBDX"
"Y42","NO_ARDS_sup_49","DIAG-ICD10",23,"all","after","FRBDX"
"Y42","OTHERS_sup_49","DIAG-ICD10",-99,"all","after","FRBDX"
"Y43","ARDS_sup_49","DIAG-ICD10",-99,"all","after","FRBDX"
"Y43","NO_ARDS_18_49","DIAG-ICD10",-99,"all","after","FRBDX"
"Y43","NO_ARDS_sup_49","DIAG-ICD10",11,"all","after","FRBDX"
"Y43","OTHERS_sup_49","DIAG-ICD10",-99,"all","after","FRBDX"
"Y44","ARDS_18_49","DIAG-ICD10",-99,"all","after","FRBDX"
"Y44","ARDS_sup_49","DIAG-ICD10",10,"all","after","FRBDX"
"Y44","NO_ARDS_sup_49","DIAG-ICD10",17,"all","after","FRBDX"
"Y44","OTHERS_sup_49","DIAG-ICD10",5,"all","after","FRBDX"
"Y45","ARDS_sup_49","DIAG-ICD10",-99,"all","after","FRBDX"
"Y45","NO_ARDS_sup_49","DIAG-ICD10",9,"all","after","FRBDX"
"Y45","OTHERS_sup_49","DIAG-ICD10",3,"all","after","FRBDX"
"Y46","OTHERS_sup_49","DIAG-ICD10",-99,"all","after","FRBDX"
"Y47","NO_ARDS_sup_49","DIAG-ICD10",-99,"all","after","FRBDX"
"Y47","OTHERS_sup_49","DIAG-ICD10",3,"all","after","FRBDX"
"Y48","ARDS_sup_49","DIAG-ICD10",-99,"all","after","FRBDX"
"Y49","NO_ARDS_sup_49","DIAG-ICD10",9,"all","after","FRBDX"
"Y49","OTHERS_sup_49","DIAG-ICD10",5,"all","after","FRBDX"
"Y51","ARDS_sup_49","DIAG-ICD10",3,"all","after","FRBDX"
"Y51","OTHERS_sup_49","DIAG-ICD10",-99,"all","after","FRBDX"
"Y52","ARDS_sup_49","DIAG-ICD10",-99,"all","after","FRBDX"
"Y52","NO_ARDS_sup_49","DIAG-ICD10",6,"all","after","FRBDX"
"Y52","OTHERS_sup_49","DIAG-ICD10",-99,"all","after","FRBDX"
"Y53","ARDS_sup_49","DIAG-ICD10",-99,"all","after","FRBDX"
"Y53","NO_ARDS_sup_49","DIAG-ICD10",-99,"all","after","FRBDX"
"Y54","ARDS_sup_49","DIAG-ICD10",-99,"all","after","FRBDX"
"Y54","NO_ARDS_18_49","DIAG-ICD10",3,"all","after","FRBDX"
