"variable","GROUP","concept","value","periode_group","time","siteid"
"R61","NO_ARDS_18_49","DIAG-ICD10",-99,"P1","all","FRBDX"
"R61","NO_ARDS_sup_49","DIAG-ICD10",-99,"P1","all","FRBDX"
"R61","NO_ARDS_sup_49","DIAG-ICD10",4,"P2","all","FRBDX"
"R61","OTHERS_sup_49","DIAG-ICD10",-99,"P1","all","FRBDX"
"R61","OTHERS_sup_49","DIAG-ICD10",-99,"P2","all","FRBDX"
"R63","ARDS_18_49","DIAG-ICD10",-99,"P1","all","FRBDX"
"R63","ARDS_18_49","DIAG-ICD10",-99,"P2","all","FRBDX"
"R63","ARDS_sup_49","DIAG-ICD10",9,"P1","all","FRBDX"
"R63","ARDS_sup_49","DIAG-ICD10",15,"P2","all","FRBDX"
"R63","NO_ARDS_18_49","DIAG-ICD10",3,"P1","all","FRBDX"
"R63","NO_ARDS_18_49","DIAG-ICD10",13,"P2","all","FRBDX"
"R63","NO_ARDS_sup_49","DIAG-ICD10",39,"P1","all","FRBDX"
"R63","NO_ARDS_sup_49","DIAG-ICD10",91,"P2","all","FRBDX"
"R63","OTHERS_18_49","DIAG-ICD10",-99,"P2","all","FRBDX"
"R63","OTHERS_sup_49","DIAG-ICD10",6,"P1","all","FRBDX"
"R63","OTHERS_sup_49","DIAG-ICD10",19,"P2","all","FRBDX"
"R64","ARDS_sup_49","DIAG-ICD10",-99,"P1","all","FRBDX"
"R64","ARDS_sup_49","DIAG-ICD10",-99,"P2","all","FRBDX"
"R64","NO_ARDS_sup_49","DIAG-ICD10",4,"P1","all","FRBDX"
"R64","NO_ARDS_sup_49","DIAG-ICD10",8,"P2","all","FRBDX"
"R64","OTHERS_18_49","DIAG-ICD10",-99,"P2","all","FRBDX"
"R64","OTHERS_sup_49","DIAG-ICD10",6,"P2","all","FRBDX"
"R65","ARDS_18_49","DIAG-ICD10",3,"P1","all","FRBDX"
"R65","ARDS_18_49","DIAG-ICD10",-99,"P2","all","FRBDX"
"R65","ARDS_sup_49","DIAG-ICD10",17,"P1","all","FRBDX"
"R65","ARDS_sup_49","DIAG-ICD10",33,"P2","all","FRBDX"
"R65","NO_ARDS_18_49","DIAG-ICD10",4,"P1","all","FRBDX"
"R65","NO_ARDS_18_49","DIAG-ICD10",32,"P2","all","FRBDX"
"R65","NO_ARDS_sup_49","DIAG-ICD10",40,"P1","all","FRBDX"
"R65","NO_ARDS_sup_49","DIAG-ICD10",129,"P2","all","FRBDX"
"R65","OTHERS_18_49","DIAG-ICD10",-99,"P2","all","FRBDX"
"R65","OTHERS_sup_49","DIAG-ICD10",13,"P1","all","FRBDX"
"R65","OTHERS_sup_49","DIAG-ICD10",31,"P2","all","FRBDX"
"R68","ARDS_18_49","DIAG-ICD10",-99,"P1","all","FRBDX"
"R68","ARDS_sup_49","DIAG-ICD10",7,"P1","all","FRBDX"
"R68","ARDS_sup_49","DIAG-ICD10",12,"P2","all","FRBDX"
"R68","NO_ARDS_18_49","DIAG-ICD10",-99,"P1","all","FRBDX"
"R68","NO_ARDS_sup_49","DIAG-ICD10",10,"P1","all","FRBDX"
"R68","NO_ARDS_sup_49","DIAG-ICD10",16,"P2","all","FRBDX"
"R68","OTHERS_sup_49","DIAG-ICD10",-99,"P1","all","FRBDX"
"R68","OTHERS_sup_49","DIAG-ICD10",6,"P2","all","FRBDX"
"R70","ARDS_sup_49","DIAG-ICD10",-99,"P1","all","FRBDX"
"R70","NO_ARDS_sup_49","DIAG-ICD10",-99,"P1","all","FRBDX"
"R70","NO_ARDS_sup_49","DIAG-ICD10",-99,"P2","all","FRBDX"
"R72","NO_ARDS_18_49","DIAG-ICD10",-99,"P2","all","FRBDX"
"R72","NO_ARDS_sup_49","DIAG-ICD10",4,"P2","all","FRBDX"
"R73","ARDS_18_49","DIAG-ICD10",3,"P1","all","FRBDX"
"R73","ARDS_sup_49","DIAG-ICD10",11,"P1","all","FRBDX"
"R73","ARDS_sup_49","DIAG-ICD10",13,"P2","all","FRBDX"
"R73","NO_ARDS_18_49","DIAG-ICD10",-99,"P1","all","FRBDX"
"R73","NO_ARDS_sup_49","DIAG-ICD10",5,"P1","all","FRBDX"
"R73","NO_ARDS_sup_49","DIAG-ICD10",23,"P2","all","FRBDX"
"R73","OTHERS_sup_49","DIAG-ICD10",3,"P1","all","FRBDX"
"R73","OTHERS_sup_49","DIAG-ICD10",3,"P2","all","FRBDX"
"R74","ARDS_18_49","DIAG-ICD10",5,"P1","all","FRBDX"
"R74","ARDS_18_49","DIAG-ICD10",-99,"P2","all","FRBDX"
"R74","ARDS_sup_49","DIAG-ICD10",27,"P1","all","FRBDX"
"R74","ARDS_sup_49","DIAG-ICD10",22,"P2","all","FRBDX"
"R74","NO_ARDS_18_49","DIAG-ICD10",3,"P1","all","FRBDX"
"R74","NO_ARDS_18_49","DIAG-ICD10",27,"P2","all","FRBDX"
"R74","NO_ARDS_sup_49","DIAG-ICD10",32,"P1","all","FRBDX"
"R74","NO_ARDS_sup_49","DIAG-ICD10",98,"P2","all","FRBDX"
"R74","OTHERS_18_49","DIAG-ICD10",-99,"P2","all","FRBDX"
"R74","OTHERS_sup_49","DIAG-ICD10",5,"P1","all","FRBDX"
"R74","OTHERS_sup_49","DIAG-ICD10",15,"P2","all","FRBDX"
"R77","ARDS_18_49","DIAG-ICD10",-99,"P1","all","FRBDX"
"R77","ARDS_sup_49","DIAG-ICD10",11,"P1","all","FRBDX"
"R77","ARDS_sup_49","DIAG-ICD10",16,"P2","all","FRBDX"
"R77","NO_ARDS_18_49","DIAG-ICD10",3,"P1","all","FRBDX"
"R77","NO_ARDS_18_49","DIAG-ICD10",15,"P2","all","FRBDX"
"R77","NO_ARDS_sup_49","DIAG-ICD10",35,"P1","all","FRBDX"
"R77","NO_ARDS_sup_49","DIAG-ICD10",82,"P2","all","FRBDX"
"R77","OTHERS_18_49","DIAG-ICD10",-99,"P1","all","FRBDX"
"R77","OTHERS_18_49","DIAG-ICD10",-99,"P2","all","FRBDX"
"R77","OTHERS_sup_49","DIAG-ICD10",9,"P1","all","FRBDX"
"R77","OTHERS_sup_49","DIAG-ICD10",6,"P2","all","FRBDX"
"R78","NO_ARDS_sup_49","DIAG-ICD10",-99,"P2","all","FRBDX"
"R78","OTHERS_sup_49","DIAG-ICD10",-99,"P2","all","FRBDX"
"R79","ARDS_18_49","DIAG-ICD10",-99,"P1","all","FRBDX"
"R79","ARDS_sup_49","DIAG-ICD10",3,"P1","all","FRBDX"
"R79","ARDS_sup_49","DIAG-ICD10",-99,"P2","all","FRBDX"
"R79","NO_ARDS_18_49","DIAG-ICD10",5,"P2","all","FRBDX"
"R79","NO_ARDS_sup_49","DIAG-ICD10",13,"P1","all","FRBDX"
"R79","NO_ARDS_sup_49","DIAG-ICD10",17,"P2","all","FRBDX"
"R79","OTHERS_sup_49","DIAG-ICD10",3,"P1","all","FRBDX"
"R79","OTHERS_sup_49","DIAG-ICD10",5,"P2","all","FRBDX"
"R80","ARDS_sup_49","DIAG-ICD10",-99,"P1","all","FRBDX"
"R80","NO_ARDS_18_49","DIAG-ICD10",5,"P2","all","FRBDX"
"R80","NO_ARDS_sup_49","DIAG-ICD10",-99,"P1","all","FRBDX"
"R80","NO_ARDS_sup_49","DIAG-ICD10",3,"P2","all","FRBDX"
"R80","OTHERS_sup_49","DIAG-ICD10",-99,"P2","all","FRBDX"
"R82","ARDS_sup_49","DIAG-ICD10",3,"P1","all","FRBDX"
"R82","ARDS_sup_49","DIAG-ICD10",-99,"P2","all","FRBDX"
"R82","NO_ARDS_18_49","DIAG-ICD10",-99,"P2","all","FRBDX"
"R82","NO_ARDS_sup_49","DIAG-ICD10",3,"P1","all","FRBDX"
"R82","NO_ARDS_sup_49","DIAG-ICD10",10,"P2","all","FRBDX"
"R82","OTHERS_sup_49","DIAG-ICD10",-99,"P1","all","FRBDX"
"R82","OTHERS_sup_49","DIAG-ICD10",-99,"P2","all","FRBDX"
"R84","ARDS_sup_49","DIAG-ICD10",-99,"P1","all","FRBDX"
"R84","NO_ARDS_18_49","DIAG-ICD10",-99,"P1","all","FRBDX"
"R84","NO_ARDS_sup_49","DIAG-ICD10",-99,"P1","all","FRBDX"
"R90","NO_ARDS_sup_49","DIAG-ICD10",-99,"P1","all","FRBDX"
"R90","NO_ARDS_sup_49","DIAG-ICD10",4,"P2","all","FRBDX"
"R90","OTHERS_sup_49","DIAG-ICD10",-99,"P1","all","FRBDX"
"R90","OTHERS_sup_49","DIAG-ICD10",-99,"P2","all","FRBDX"
"R91","ARDS_18_49","DIAG-ICD10",-99,"P1","all","FRBDX"
"R91","ARDS_sup_49","DIAG-ICD10",4,"P1","all","FRBDX"
"R91","ARDS_sup_49","DIAG-ICD10",6,"P2","all","FRBDX"
"R91","NO_ARDS_18_49","DIAG-ICD10",-99,"P1","all","FRBDX"
"R91","NO_ARDS_18_49","DIAG-ICD10",6,"P2","all","FRBDX"
"R91","NO_ARDS_sup_49","DIAG-ICD10",15,"P1","all","FRBDX"
"R91","NO_ARDS_sup_49","DIAG-ICD10",40,"P2","all","FRBDX"
"R91","OTHERS_sup_49","DIAG-ICD10",4,"P1","all","FRBDX"
"R91","OTHERS_sup_49","DIAG-ICD10",3,"P2","all","FRBDX"
"R92","NO_ARDS_sup_49","DIAG-ICD10",4,"P2","all","FRBDX"
"R93","ARDS_18_49","DIAG-ICD10",-99,"P1","all","FRBDX"
"R93","ARDS_sup_49","DIAG-ICD10",-99,"P2","all","FRBDX"
"R93","NO_ARDS_sup_49","DIAG-ICD10",8,"P1","all","FRBDX"
"R93","NO_ARDS_sup_49","DIAG-ICD10",20,"P2","all","FRBDX"
"R93","OTHERS_sup_49","DIAG-ICD10",5,"P1","all","FRBDX"
"R93","OTHERS_sup_49","DIAG-ICD10",-99,"P2","all","FRBDX"
"R94","ARDS_18_49","DIAG-ICD10",-99,"P1","all","FRBDX"
"R94","ARDS_18_49","DIAG-ICD10",-99,"P2","all","FRBDX"
"R94","ARDS_sup_49","DIAG-ICD10",6,"P1","all","FRBDX"
"R94","ARDS_sup_49","DIAG-ICD10",-99,"P2","all","FRBDX"
"R94","NO_ARDS_18_49","DIAG-ICD10",-99,"P1","all","FRBDX"
"R94","NO_ARDS_18_49","DIAG-ICD10",5,"P2","all","FRBDX"
"R94","NO_ARDS_sup_49","DIAG-ICD10",9,"P1","all","FRBDX"
"R94","NO_ARDS_sup_49","DIAG-ICD10",9,"P2","all","FRBDX"
"R94","OTHERS_sup_49","DIAG-ICD10",-99,"P1","all","FRBDX"
"R94","OTHERS_sup_49","DIAG-ICD10",5,"P2","all","FRBDX"
"R98","NO_ARDS_sup_49","DIAG-ICD10",-99,"P2","all","FRBDX"
"R99","ARDS_sup_49","DIAG-ICD10",-99,"P1","all","FRBDX"
"S00","ARDS_sup_49","DIAG-ICD10",-99,"P1","all","FRBDX"
"S00","ARDS_sup_49","DIAG-ICD10",-99,"P2","all","FRBDX"
"S00","NO_ARDS_18_49","DIAG-ICD10",-99,"P2","all","FRBDX"
"S00","NO_ARDS_sup_49","DIAG-ICD10",7,"P1","all","FRBDX"
"S00","NO_ARDS_sup_49","DIAG-ICD10",13,"P2","all","FRBDX"
"S00","OTHERS_sup_49","DIAG-ICD10",-99,"P1","all","FRBDX"
"S00","OTHERS_sup_49","DIAG-ICD10",3,"P2","all","FRBDX"
"S01","ARDS_sup_49","DIAG-ICD10",-99,"P1","all","FRBDX"
"S01","ARDS_sup_49","DIAG-ICD10",-99,"P2","all","FRBDX"
"S01","NO_ARDS_18_49","DIAG-ICD10",-99,"P1","all","FRBDX"
"S01","NO_ARDS_sup_49","DIAG-ICD10",3,"P1","all","FRBDX"
"S01","NO_ARDS_sup_49","DIAG-ICD10",9,"P2","all","FRBDX"
"S01","OTHERS_sup_49","DIAG-ICD10",-99,"P1","all","FRBDX"
"S01","OTHERS_sup_49","DIAG-ICD10",4,"P2","all","FRBDX"
"S02","NO_ARDS_18_49","DIAG-ICD10",-99,"P2","all","FRBDX"
"S02","NO_ARDS_sup_49","DIAG-ICD10",-99,"P1","all","FRBDX"
"S02","NO_ARDS_sup_49","DIAG-ICD10",-99,"P2","all","FRBDX"
"S05","ARDS_18_49","DIAG-ICD10",-99,"P2","all","FRBDX"
"S05","NO_ARDS_sup_49","DIAG-ICD10",-99,"P2","all","FRBDX"
"S06","ARDS_sup_49","DIAG-ICD10",3,"P1","all","FRBDX"
"S06","ARDS_sup_49","DIAG-ICD10",4,"P2","all","FRBDX"
"S06","NO_ARDS_sup_49","DIAG-ICD10",10,"P1","all","FRBDX"
"S06","NO_ARDS_sup_49","DIAG-ICD10",33,"P2","all","FRBDX"
"S06","OTHERS_sup_49","DIAG-ICD10",4,"P1","all","FRBDX"
"S06","OTHERS_sup_49","DIAG-ICD10",9,"P2","all","FRBDX"
"S10","ARDS_sup_49","DIAG-ICD10",-99,"P2","all","FRBDX"
"S11","ARDS_sup_49","DIAG-ICD10",-99,"P1","all","FRBDX"
"S12","NO_ARDS_sup_49","DIAG-ICD10",-99,"P1","all","FRBDX"
"S12","OTHERS_sup_49","DIAG-ICD10",-99,"P2","all","FRBDX"
"S13","OTHERS_sup_49","DIAG-ICD10",-99,"P2","all","FRBDX"
"S14","OTHERS_sup_49","DIAG-ICD10",-99,"P2","all","FRBDX"
"S15","NO_ARDS_sup_49","DIAG-ICD10",-99,"P1","all","FRBDX"
"S15","OTHERS_sup_49","DIAG-ICD10",-99,"P2","all","FRBDX"
"S20","ARDS_sup_49","DIAG-ICD10",-99,"P2","all","FRBDX"
"S20","NO_ARDS_sup_49","DIAG-ICD10",-99,"P1","all","FRBDX"
"S20","NO_ARDS_sup_49","DIAG-ICD10",-99,"P2","all","FRBDX"
"S20","OTHERS_sup_49","DIAG-ICD10",-99,"P2","all","FRBDX"
"S21","NO_ARDS_sup_49","DIAG-ICD10",-99,"P2","all","FRBDX"
"S22","NO_ARDS_sup_49","DIAG-ICD10",-99,"P1","all","FRBDX"
"S22","NO_ARDS_sup_49","DIAG-ICD10",9,"P2","all","FRBDX"
"S22","OTHERS_sup_49","DIAG-ICD10",3,"P2","all","FRBDX"
"S27","ARDS_sup_49","DIAG-ICD10",-99,"P1","all","FRBDX"
"S27","NO_ARDS_sup_49","DIAG-ICD10",-99,"P2","all","FRBDX"
"S29","ARDS_sup_49","DIAG-ICD10",-99,"P2","all","FRBDX"
"S30","ARDS_sup_49","DIAG-ICD10",-99,"P2","all","FRBDX"
"S30","NO_ARDS_sup_49","DIAG-ICD10",-99,"P1","all","FRBDX"
"S30","NO_ARDS_sup_49","DIAG-ICD10",4,"P2","all","FRBDX"
"S30","OTHERS_sup_49","DIAG-ICD10",-99,"P1","all","FRBDX"
"S31","ARDS_sup_49","DIAG-ICD10",-99,"P2","all","FRBDX"
"S31","NO_ARDS_sup_49","DIAG-ICD10",-99,"P2","all","FRBDX"
"S32","NO_ARDS_sup_49","DIAG-ICD10",-99,"P1","all","FRBDX"
"S32","NO_ARDS_sup_49","DIAG-ICD10",-99,"P2","all","FRBDX"
"S32","OTHERS_sup_49","DIAG-ICD10",-99,"P1","all","FRBDX"
"S32","OTHERS_sup_49","DIAG-ICD10",-99,"P2","all","FRBDX"
"S35","ARDS_18_49","DIAG-ICD10",-99,"P1","all","FRBDX"
"S35","ARDS_sup_49","DIAG-ICD10",-99,"P2","all","FRBDX"
"S35","NO_ARDS_sup_49","DIAG-ICD10",-99,"P1","all","FRBDX"
"S35","NO_ARDS_sup_49","DIAG-ICD10",-99,"P2","all","FRBDX"
"S36","NO_ARDS_18_49","DIAG-ICD10",-99,"P2","all","FRBDX"
"S36","NO_ARDS_sup_49","DIAG-ICD10",-99,"P2","all","FRBDX"
"S36","OTHERS_sup_49","DIAG-ICD10",-99,"P2","all","FRBDX"
"S37","NO_ARDS_sup_49","DIAG-ICD10",-99,"P2","all","FRBDX"
"S39","ARDS_sup_49","DIAG-ICD10",-99,"P1","all","FRBDX"
"S39","NO_ARDS_sup_49","DIAG-ICD10",-99,"P2","all","FRBDX"
"S39","OTHERS_sup_49","DIAG-ICD10",-99,"P1","all","FRBDX"
"S39","OTHERS_sup_49","DIAG-ICD10",-99,"P2","all","FRBDX"
"S40","ARDS_sup_49","DIAG-ICD10",-99,"P2","all","FRBDX"
"S40","NO_ARDS_sup_49","DIAG-ICD10",-99,"P1","all","FRBDX"
"S40","NO_ARDS_sup_49","DIAG-ICD10",5,"P2","all","FRBDX"
"S40","OTHERS_sup_49","DIAG-ICD10",-99,"P2","all","FRBDX"
"S42","NO_ARDS_sup_49","DIAG-ICD10",4,"P2","all","FRBDX"
"S42","OTHERS_sup_49","DIAG-ICD10",-99,"P2","all","FRBDX"
"S43","NO_ARDS_sup_49","DIAG-ICD10",-99,"P1","all","FRBDX"
"S43","NO_ARDS_sup_49","DIAG-ICD10",-99,"P2","all","FRBDX"
"S50","ARDS_sup_49","DIAG-ICD10",-99,"P2","all","FRBDX"
"S50","NO_ARDS_sup_49","DIAG-ICD10",-99,"P1","all","FRBDX"
"S50","NO_ARDS_sup_49","DIAG-ICD10",5,"P2","all","FRBDX"
"S50","OTHERS_sup_49","DIAG-ICD10",-99,"P2","all","FRBDX"
"S51","NO_ARDS_sup_49","DIAG-ICD10",-99,"P2","all","FRBDX"
"S52","NO_ARDS_18_49","DIAG-ICD10",-99,"P2","all","FRBDX"
"S52","OTHERS_sup_49","DIAG-ICD10",-99,"P2","all","FRBDX"
"S60","ARDS_sup_49","DIAG-ICD10",-99,"P2","all","FRBDX"
"S60","NO_ARDS_18_49","DIAG-ICD10",-99,"P2","all","FRBDX"
"S60","NO_ARDS_sup_49","DIAG-ICD10",-99,"P1","all","FRBDX"
"S60","NO_ARDS_sup_49","DIAG-ICD10",8,"P2","all","FRBDX"
"S61","NO_ARDS_18_49","DIAG-ICD10",-99,"P1","all","FRBDX"
"S61","NO_ARDS_sup_49","DIAG-ICD10",-99,"P2","all","FRBDX"
"S70","ARDS_sup_49","DIAG-ICD10",3,"P2","all","FRBDX"
"S70","NO_ARDS_sup_49","DIAG-ICD10",-99,"P1","all","FRBDX"
"S70","NO_ARDS_sup_49","DIAG-ICD10",11,"P2","all","FRBDX"
"S70","OTHERS_sup_49","DIAG-ICD10",3,"P1","all","FRBDX"
"S71","ARDS_18_49","DIAG-ICD10",-99,"P1","all","FRBDX"
"S72","ARDS_sup_49","DIAG-ICD10",-99,"P1","all","FRBDX"
"S72","NO_ARDS_sup_49","DIAG-ICD10",3,"P1","all","FRBDX"
"S72","NO_ARDS_sup_49","DIAG-ICD10",5,"P2","all","FRBDX"
"S72","OTHERS_sup_49","DIAG-ICD10",-99,"P1","all","FRBDX"
"S73","NO_ARDS_sup_49","DIAG-ICD10",-99,"P1","all","FRBDX"
"S75","ARDS_sup_49","DIAG-ICD10",-99,"P2","all","FRBDX"
"S80","ARDS_18_49","DIAG-ICD10",-99,"P2","all","FRBDX"
"S80","ARDS_sup_49","DIAG-ICD10",3,"P2","all","FRBDX"
"S80","NO_ARDS_sup_49","DIAG-ICD10",7,"P1","all","FRBDX"
"S80","NO_ARDS_sup_49","DIAG-ICD10",9,"P2","all","FRBDX"
"S80","OTHERS_sup_49","DIAG-ICD10",-99,"P2","all","FRBDX"
"S81","ARDS_18_49","DIAG-ICD10",-99,"P1","all","FRBDX"
"S81","ARDS_sup_49","DIAG-ICD10",-99,"P1","all","FRBDX"
"S81","NO_ARDS_sup_49","DIAG-ICD10",-99,"P1","all","FRBDX"
"S81","OTHERS_sup_49","DIAG-ICD10",-99,"P1","all","FRBDX"
"S90","NO_ARDS_sup_49","DIAG-ICD10",-99,"P1","all","FRBDX"
"S90","NO_ARDS_sup_49","DIAG-ICD10",5,"P2","all","FRBDX"
"S90","OTHERS_sup_49","DIAG-ICD10",-99,"P1","all","FRBDX"
"S90","OTHERS_sup_49","DIAG-ICD10",-99,"P2","all","FRBDX"
"S91","NO_ARDS_sup_49","DIAG-ICD10",3,"P2","all","FRBDX"
"T00","ARDS_sup_49","DIAG-ICD10",-99,"P1","all","FRBDX"
"T00","NO_ARDS_sup_49","DIAG-ICD10",3,"P2","all","FRBDX"
"T00","OTHERS_sup_49","DIAG-ICD10",-99,"P1","all","FRBDX"
"T14","ARDS_18_49","DIAG-ICD10",-99,"P1","all","FRBDX"
"T14","ARDS_sup_49","DIAG-ICD10",-99,"P1","all","FRBDX"
"T14","ARDS_sup_49","DIAG-ICD10",4,"P2","all","FRBDX"
"T14","NO_ARDS_sup_49","DIAG-ICD10",-99,"P1","all","FRBDX"
"T14","NO_ARDS_sup_49","DIAG-ICD10",4,"P2","all","FRBDX"
"T14","OTHERS_sup_49","DIAG-ICD10",-99,"P2","all","FRBDX"
"T17","ARDS_18_49","DIAG-ICD10",-99,"P1","all","FRBDX"
"T17","ARDS_sup_49","DIAG-ICD10",-99,"P1","all","FRBDX"
"T17","ARDS_sup_49","DIAG-ICD10",-99,"P2","all","FRBDX"
"T17","NO_ARDS_sup_49","DIAG-ICD10",-99,"P1","all","FRBDX"
"T17","NO_ARDS_sup_49","DIAG-ICD10",5,"P2","all","FRBDX"
"T17","OTHERS_sup_49","DIAG-ICD10",4,"P1","all","FRBDX"
"T17","OTHERS_sup_49","DIAG-ICD10",4,"P2","all","FRBDX"
"T18","NO_ARDS_18_49","DIAG-ICD10",-99,"P2","all","FRBDX"
"T20","NO_ARDS_sup_49","DIAG-ICD10",-99,"P2","all","FRBDX"
"T40","NO_ARDS_sup_49","DIAG-ICD10",-99,"P2","all","FRBDX"
"T42","NO_ARDS_sup_49","DIAG-ICD10",-99,"P2","all","FRBDX"
"T43","NO_ARDS_sup_49","DIAG-ICD10",-99,"P2","all","FRBDX"
"T65","ARDS_sup_49","DIAG-ICD10",-99,"P2","all","FRBDX"
"T65","NO_ARDS_sup_49","DIAG-ICD10",-99,"P2","all","FRBDX"
"T65","OTHERS_18_49","DIAG-ICD10",-99,"P2","all","FRBDX"
"T65","OTHERS_sup_49","DIAG-ICD10",-99,"P2","all","FRBDX"
"T68","ARDS_sup_49","DIAG-ICD10",-99,"P1","all","FRBDX"
"T68","NO_ARDS_sup_49","DIAG-ICD10",4,"P2","all","FRBDX"
"T68","OTHERS_sup_49","DIAG-ICD10",-99,"P2","all","FRBDX"
"T69","ARDS_18_49","DIAG-ICD10",-99,"P1","all","FRBDX"
"T78","NO_ARDS_sup_49","DIAG-ICD10",-99,"P1","all","FRBDX"
"T79","ARDS_18_49","DIAG-ICD10",3,"P1","all","FRBDX"
"T79","ARDS_sup_49","DIAG-ICD10",-99,"P1","all","FRBDX"
"T79","ARDS_sup_49","DIAG-ICD10",8,"P2","all","FRBDX"
"T79","NO_ARDS_18_49","DIAG-ICD10",-99,"P2","all","FRBDX"
"T79","NO_ARDS_sup_49","DIAG-ICD10",-99,"P1","all","FRBDX"
"T79","NO_ARDS_sup_49","DIAG-ICD10",9,"P2","all","FRBDX"
"T79","OTHERS_sup_49","DIAG-ICD10",-99,"P1","all","FRBDX"
"T79","OTHERS_sup_49","DIAG-ICD10",5,"P2","all","FRBDX"
"T80","ARDS_18_49","DIAG-ICD10",-99,"P1","all","FRBDX"
"T80","ARDS_sup_49","DIAG-ICD10",4,"P1","all","FRBDX"
"T80","ARDS_sup_49","DIAG-ICD10",4,"P2","all","FRBDX"
"T80","NO_ARDS_18_49","DIAG-ICD10",-99,"P1","all","FRBDX"
"T80","NO_ARDS_18_49","DIAG-ICD10",3,"P2","all","FRBDX"
"T80","NO_ARDS_sup_49","DIAG-ICD10",11,"P1","all","FRBDX"
"T80","NO_ARDS_sup_49","DIAG-ICD10",21,"P2","all","FRBDX"
"T80","OTHERS_sup_49","DIAG-ICD10",-99,"P2","all","FRBDX"
"T81","ARDS_18_49","DIAG-ICD10",7,"P1","all","FRBDX"
"T81","ARDS_18_49","DIAG-ICD10",-99,"P2","all","FRBDX"
"T81","ARDS_sup_49","DIAG-ICD10",29,"P1","all","FRBDX"
"T81","ARDS_sup_49","DIAG-ICD10",29,"P2","all","FRBDX"
"T81","NO_ARDS_18_49","DIAG-ICD10",4,"P2","all","FRBDX"
"T81","NO_ARDS_sup_49","DIAG-ICD10",-99,"P1","all","FRBDX"
"T81","NO_ARDS_sup_49","DIAG-ICD10",30,"P2","all","FRBDX"
"T81","OTHERS_18_49","DIAG-ICD10",-99,"P2","all","FRBDX"
"T81","OTHERS_sup_49","DIAG-ICD10",4,"P1","all","FRBDX"
"T81","OTHERS_sup_49","DIAG-ICD10",5,"P2","all","FRBDX"
"T82","ARDS_18_49","DIAG-ICD10",4,"P1","all","FRBDX"
"T82","ARDS_sup_49","DIAG-ICD10",10,"P1","all","FRBDX"
"T82","ARDS_sup_49","DIAG-ICD10",9,"P2","all","FRBDX"
"T82","NO_ARDS_18_49","DIAG-ICD10",-99,"P1","all","FRBDX"
"T82","NO_ARDS_18_49","DIAG-ICD10",-99,"P2","all","FRBDX"
"T82","NO_ARDS_sup_49","DIAG-ICD10",5,"P1","all","FRBDX"
"T82","NO_ARDS_sup_49","DIAG-ICD10",8,"P2","all","FRBDX"
"T82","OTHERS_sup_49","DIAG-ICD10",-99,"P1","all","FRBDX"
"T82","OTHERS_sup_49","DIAG-ICD10",3,"P2","all","FRBDX"
"T83","ARDS_sup_49","DIAG-ICD10",5,"P1","all","FRBDX"
"T83","ARDS_sup_49","DIAG-ICD10",7,"P2","all","FRBDX"
"T83","NO_ARDS_18_49","DIAG-ICD10",-99,"P2","all","FRBDX"
"T83","NO_ARDS_sup_49","DIAG-ICD10",4,"P1","all","FRBDX"
"T83","NO_ARDS_sup_49","DIAG-ICD10",15,"P2","all","FRBDX"
"T83","OTHERS_sup_49","DIAG-ICD10",-99,"P1","all","FRBDX"
"T83","OTHERS_sup_49","DIAG-ICD10",-99,"P2","all","FRBDX"
"T84","NO_ARDS_sup_49","DIAG-ICD10",3,"P1","all","FRBDX"
"T84","NO_ARDS_sup_49","DIAG-ICD10",4,"P2","all","FRBDX"
"T85","ARDS_sup_49","DIAG-ICD10",4,"P1","all","FRBDX"
"T85","ARDS_sup_49","DIAG-ICD10",6,"P2","all","FRBDX"
"T85","NO_ARDS_sup_49","DIAG-ICD10",4,"P1","all","FRBDX"
"T85","NO_ARDS_sup_49","DIAG-ICD10",-99,"P2","all","FRBDX"
"T85","OTHERS_sup_49","DIAG-ICD10",-99,"P2","all","FRBDX"
"T86","ARDS_18_49","DIAG-ICD10",-99,"P2","all","FRBDX"
"T86","ARDS_sup_49","DIAG-ICD10",-99,"P1","all","FRBDX"
"T86","NO_ARDS_18_49","DIAG-ICD10",-99,"P2","all","FRBDX"
"T86","NO_ARDS_sup_49","DIAG-ICD10",-99,"P2","all","FRBDX"
"T87","ARDS_sup_49","DIAG-ICD10",-99,"P2","all","FRBDX"
"T87","NO_ARDS_sup_49","DIAG-ICD10",-99,"P2","all","FRBDX"
"T88","ARDS_18_49","DIAG-ICD10",-99,"P1","all","FRBDX"
"T88","ARDS_sup_49","DIAG-ICD10",-99,"P2","all","FRBDX"
"T88","OTHERS_18_49","DIAG-ICD10",-99,"P2","all","FRBDX"
"T90","ARDS_sup_49","DIAG-ICD10",-99,"P1","all","FRBDX"
"T90","NO_ARDS_18_49","DIAG-ICD10",-99,"P2","all","FRBDX"
"T90","NO_ARDS_sup_49","DIAG-ICD10",-99,"P2","all","FRBDX"
"T90","OTHERS_sup_49","DIAG-ICD10",-99,"P2","all","FRBDX"
"T91","NO_ARDS_sup_49","DIAG-ICD10",-99,"P2","all","FRBDX"
"T91","OTHERS_sup_49","DIAG-ICD10",-99,"P2","all","FRBDX"
"T98","ARDS_18_49","DIAG-ICD10",-99,"P1","all","FRBDX"
"T98","ARDS_sup_49","DIAG-ICD10",-99,"P1","all","FRBDX"
